Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Barbados (BRB)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","1999 (YR1999)","UIS_EST"
FootNote,"Brunei Darussalam (BRN)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2003 (YR2003)","Should be treated as NIL"
FootNote,"Brunei Darussalam (BRN)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2004 (YR2004)","Should be treated as NIL"
FootNote,"Brunei Darussalam (BRN)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2005 (YR2005)","Should be treated as NIL"
FootNote,"Botswana (BWA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2002 (YR2002)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Botswana (BWA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2003 (YR2003)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Canada (CAN)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2006 (YR2006)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Canada (CAN)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2006 (YR2006)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Canada (CAN)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2006 (YR2006)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Canada (CAN)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2006 (YR2006)","UNESCO Institute for Statistics (UIS) estimate"
FootNote,"Côte d'Ivoire (CIV)","Teaching staff compensation as a percentage of total expenditure in public institutions (%) (UIS.XSPENDP.FDPUB.FNTS)","2015 (YR2015)","UIS Estimate"
FootNote,"Côte d'Ivoire (CIV)","Teaching staff compensation as a percentage of total expenditure in public institutions (%) (UIS.XSPENDP.FDPUB.FNTS)","1999 (YR1999)","UIS Estimate"
FootNote,"Côte d'Ivoire (CIV)","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%) (UIS.XSPENDP.56.FDPUB.FNTS)","2015 (YR2015)","UIS Estimate"
FootNote,"Côte d'Ivoire (CIV)","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%) (UIS.XSPENDP.23.FDPUB.FNTS)","2015 (YR2015)","UIS Estimate"
FootNote,"Cameroon (CMR)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2006 (YR2006)","NAT_EST"
FootNote,"Cameroon (CMR)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2005 (YR2005)","NAT_EST"
FootNote,"Colombia (COL)","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%) (UIS.XSPENDP.23.FDPUB.FNTS)","2004 (YR2004)","UIS Estimate"
FootNote,"Comoros (COM)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2004 (YR2004)","UIS_EST"
FootNote,"Comoros (COM)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2000 (YR2000)","UIS_EST"
FootNote,"Cabo Verde (CPV)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2001 (YR2001)","UIS_EST"
FootNote,"Cabo Verde (CPV)","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%) (UIS.XSPENDP.23.FDPUB.FNTS)","2005 (YR2005)","UIS Estimate"
FootNote,"Cabo Verde (CPV)","Teaching staff compensation as a percentage of total expenditure in public institutions (%) (UIS.XSPENDP.FDPUB.FNTS)","2005 (YR2005)","UIS Estimate"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","1999 (YR1999)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2002 (YR2002)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2003 (YR2003)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2004 (YR2004)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2005 (YR2005)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2006 (YR2006)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2007 (YR2007)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2008 (YR2008)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2009 (YR2009)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2010 (YR2010)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2011 (YR2011)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2013 (YR2013)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2013 (YR2013)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2011 (YR2011)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2010 (YR2010)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2009 (YR2009)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2008 (YR2008)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2007 (YR2007)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2006 (YR2006)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2005 (YR2005)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2004 (YR2004)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2003 (YR2003)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2002 (YR2002)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","1999 (YR1999)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2005 (YR2005)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2004 (YR2004)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2003 (YR2003)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2002 (YR2002)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","1999 (YR1999)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2017 (YR2017)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2016 (YR2016)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2015 (YR2015)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2014 (YR2014)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2013 (YR2013)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2006 (YR2006)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2007 (YR2007)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2008 (YR2008)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2009 (YR2009)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2010 (YR2010)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2011 (YR2011)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2012 (YR2012)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2013 (YR2013)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2014 (YR2014)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2015 (YR2015)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2016 (YR2016)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2017 (YR2017)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","1999 (YR1999)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2002 (YR2002)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2003 (YR2003)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2004 (YR2004)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2005 (YR2005)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2006 (YR2006)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2007 (YR2007)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2008 (YR2008)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2009 (YR2009)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2010 (YR2010)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2011 (YR2011)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2013 (YR2013)","NAT_EST"
FootNote,"Cyprus (CYP)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2012 (YR2012)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2014 (YR2014)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2015 (YR2015)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2016 (YR2016)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2017 (YR2017)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"Dominican Republic (DOM)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2017 (YR2017)","NAT_EST"
FootNote,"Algeria (DZA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2018 (YR2018)","UIS_EST"
FootNote,"Algeria (DZA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%) (SE.TER.CMPL.MA.ZS)","2018 (YR2018)","UIS_EST"
FootNote,"Algeria (DZA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%) (SE.TER.CMPL.FE.ZS)","2018 (YR2018)","UIS_EST"
FootNote,"Algeria (DZA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI) (UIS.GGR.5.A.GPI)","2018 (YR2018)","UIS_EST"
FootNote,"Eritrea (ERI)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2014 (YR2014)","UIS_EST"
FootNote,"Fiji (FJI)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2002 (YR2002)","UIS_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2004 (YR2004)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2005 (YR2005)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2006 (YR2006)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2007 (YR2007)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2008 (YR2008)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2009 (YR2009)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2012 (YR2012)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2013 (YR2013)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2014 (YR2014)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2015 (YR2015)","NAT_EST"
FootNote,"France (FRA)","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%) (SE.TER.CMPL.ZS)","2016 (YR2016)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","1999 (YR1999)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2000 (YR2000)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2001 (YR2001)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2002 (YR2002)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2003 (YR2003)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2004 (YR2004)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2005 (YR2005)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2006 (YR2006)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2007 (YR2007)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2008 (YR2008)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2009 (YR2009)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2010 (YR2010)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2011 (YR2011)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2012 (YR2012)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2013 (YR2013)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2014 (YR2014)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2015 (YR2015)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2016 (YR2016)","NAT_EST"
FootNote,"France (FRA)","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI) (UIS.GER.4.GPI)","2017 (YR2017)","NAT_EST"
