Country Name,"Country Code","Series","Series Code","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
Cuba,"CUB","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.67102","14.26395","16.01337","15.97885","17.16705","17.03549","18.34477","21.41745","29.60695","38.0096","60.50368","53.11487","62.35865","63.83854","71.55656","60.18844","45.65205","29.31289","21.38959","22.21234",""
Cuba,"CUB","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.12766","7.96142","8.01766","9.28201","9.12711","9.50876","10.28889","12.04851","14.03039","19.73588","27.74587","34.35199","34.68073","36.26042","38.17865","30.24555","28.01557","21.83782","12.95357","11.22535",""
Cuba,"CUB","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77772","1.79163","1.99726","1.72149","1.88088","1.79156","1.78297","1.7776","2.1102","1.92591","2.18064","1.54619","1.79808","1.76056","1.87426","1.98999","1.62952","1.3423","1.65125","1.97877",""
Cuba,"CUB","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.22517","2.52022","4.3461","4.92809","3.79845","3.5202","2.36658","1.99914","1.514","1.42069","2.76271","","10.71747","2.06478","2.50619","2.93719","3.22144","2.89289","3.34984","3.48927",""
Curacao,"CUW","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.47977","","","","","",""
Curacao,"CUW","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.99917","","","","","",""
Curacao,"CUW","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.99678","","","","","",""
Curacao,"CUW","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Curacao,"CUW","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Curacao,"CUW","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Curacao,"CUW","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Curacao,"CUW","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35152","","","","","",""
Cyprus,"CYP","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.96581","72.10459","70.80103","68.70605","71.45326","67.72776","65.65178","70.28727","65.42041","67.57738","68.77986","70.20384","","75.23432","76.46561","74.42797","72.99607","","",""
Cyprus,"CYP","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.22111","77.75687","76.76768","73.61493","77.53546","73.07505","71.47673","76.32089","73.33924","75.28219","79.88215","80.6","","83.89037","84.83691","84.20754","82.77221","","",""
Cyprus,"CYP","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.19157","40.03945","34.88372","38.23721","39.71219","39.23535","37.66881","43.9595","32.35003","36.67128","37.28961","40.52045","","42.60948","42.28067","39.74206","39.2101","","",""
Cyprus,"CYP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.67402","","","4.91295","4.78081","5.72727","5.09583","5.63338","5.91232","10.74393","12.59046","13.93028","17.94782","20.02538","25.95649","26.63335","27.49962","0.77566","28.01843","",""
Cyprus,"CYP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.37072","","","7.91341","8.01953","9.50831","8.42429","8.77399","9.18886","14.61909","16.95872","18.17546","22.21421","26.79412","31.70655","30.2731","31.85973","1.152","31.53881","",""
Cyprus,"CYP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9094","","","2.07844","1.73685","2.20342","1.83652","2.30972","2.6165","6.62506","8.26968","9.7638","13.9052","13.41599","20.65734","23.01358","23.05696","0.39424","24.30128","",""
Cyprus,"CYP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86022","","","3.80737","4.61728","4.31526","4.58709","3.79872","3.51188","2.20664","2.05071","1.86151","1.59755","1.99718","1.53488","1.31544","1.38178","2.9221","1.29782","",""
Cyprus,"CYP","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1191","0.1286","0.25194","0.34713","0.31004","",""
Czech Republic,"CZE","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.85691","38.39725","37.25652","38.7015","39.49875","40.39616","39.03247","40.46757","36.24366","38.4894","37.02416","37.26929","37.25871","36.0645","34.63188","35.97878","35.82932","24.73899","26.21282","","",""
Czech Republic,"CZE","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.76932","42.43582","42.19451","43.56567","45.39484","46.85868","43.90148","45.16765","43.11944","43.00749","39.98954","42.09198","42.45162","42.70149","40.17624","40.65115","39.86008","38.41123","41.44631","","",""
Czech Republic,"CZE","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.07229","25.59903","23.57392","25.46017","24.30568","23.38162","26.97026","30.22353","23.53323","27.83983","29.6163","28.90036","28.81782","24.81146","23.35383","26.78744","28.27617","28.81231","33.26826","","",""
Czech Republic,"CZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.08684","13.76345","13.9861","15.23533","17.23812","21.33651","26.62195","33.15616","37.96609","40.26223","41.20726","42.30395","43.32633","43.6908","47.52533","46.14879","38.6709","38.35216","42.19274","",""
Czech Republic,"CZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.19474","14.43825","14.55712","16.37694","18.65576","23.56441","30.02036","37.94446","43.92025","47.78144","51.33042","54.23107","56.522","56.56229","62.07887","59.65531","48.79653","48.46287","54.7742","",""
Czech Republic,"CZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.98351","13.11774","13.43988","14.14287","15.88048","19.2022","23.36715","28.59535","32.33011","33.17819","31.69692","31.10581","30.90765","31.53944","33.70239","33.26692","28.98786","28.67481","30.15915","",""
Czech Republic,"CZE","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01923","1.10067","1.08313","1.15796","1.17476","1.22717","1.28472","1.32694","1.35849","1.44015","1.61941","1.74344","1.82874","1.79338","1.84197","1.79323","1.68334","1.69009","1.81617","",""
Czech Republic,"CZE","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83265","0.79027","0.79596","0.762","0.86012","1.0095","0.63099","0.69929","0.69821","0.6859","0.70972","0.74401","0.73372","0.69825","0.72142","1.99403","2.22351","2.06243","2.03868","2.05192","",""
Denmark,"DNK","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.88421","45.02419","46.15958","47.2015","46.95942","46.75433","47.35668","47.47496","47.05313","49.85806","49.69843","46.60793","45.21702","44.95178","49.42979","","","","","","",""
Denmark,"DNK","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.33978","49.61875","","51.09379","49.64798","49.7333","50.1222","49.86751","49.00129","52.23998","53.09909","49.58872","46.67678","34.39664","59.52434","55.18986","55.53096","","","","",""
Denmark,"DNK","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.25756","44.34939","44.63409","48.1118","49.11504","48.99323","49.22805","49.95199","49.07369","53.10511","52.63675","","45.20917","44.70156","","","","","","","",""
Denmark,"DNK","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.51029","35.58155","39.90578","48.91784","53.4102","51.98969","52.00906","48.9962","50.31513","49.22418","49.46672","47.27444","52.56831","55.32686","","","54.47694","",""
Denmark,"DNK","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.71136","47.36941","54.19889","63.04834","69.06787","65.87047","64.83441","61.20707","63.58081","62.86421","62.34668","59.84551","65.45522","69.39433","","","65.97899","",""
Denmark,"DNK","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6152","24.07272","25.88713","35.01036","37.95213","38.2798","39.39732","37.07898","37.4569","36.09806","37.17264","35.31789","40.32113","41.96384","","","43.52769","",""
Denmark,"DNK","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.89766","1.96776","2.09366","1.80085","1.81987","1.72076","1.64566","1.65072","1.69744","1.74148","1.67722","1.69448","1.62335","1.65367","","","1.51579","",""
Denmark,"DNK","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57663","0.48892","0.29135","0.67002","0.24224","0.33605","0.28019","0.35482","0.41464","0.54085","0.54666","0.47252","0.27137","0.2482","0.27698","","","","","","",""
Djibouti,"DJI","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Djibouti,"DJI","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.20181","54.0177","","",""
Djibouti,"DJI","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Djibouti,"DJI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14592","","0.06915","0.52969","0.79802","","0.9466","","","","2.48617","","","","","","","","","",""
Djibouti,"DJI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16783","","","","","","0.87307","","","","","","","","","","","","","",""
Djibouti,"DJI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12429","","","","","","1.01906","","","","","","","","","","","","","",""
Djibouti,"DJI","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3503","","","","","","0.85674","","","","","","","","","","","","","",""
Djibouti,"DJI","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.41012","","","","","0.32511","0.27331","0.60967","0.17188","0.1726","","","","","","","","0.29706","0.70568","0.51519","0.7077"
Dominica,"DMA","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","",""
Dominica,"DMA","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","59.03641","","","",""
Dominica,"DMA","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,"DMA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,"DMA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,"DMA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,"DMA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,"DMA","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.566","1.48598","1.49687","1.44634","1.44775","1.50019","2.2294","2.55758","","","","2.02595","7.67428","","1.35987","1.607","","1.3083","","",""
Dominican Republic,"DOM","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.93021","50.73978","","","","","45.68494","","","","","","","","","","","",""
Dominican Republic,"DOM","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.90834","66.18362","71.17494","67.68055","64.92584","","42.11416","47.15557","55.4245","62.32946","63.56073","64.40785",""
Dominican Republic,"DOM","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominican Republic,"DOM","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.56563","","19.54315","19.78097","22.99663","31.35829","",""
Dominican Republic,"DOM","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.51553","","24.68352","24.97223","31.24305","41.70631","",""
Dominican Republic,"DOM","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.61386","","14.41776","14.61324","14.78527","21.05148","",""
Dominican Republic,"DOM","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81441","","1.71202","1.70888","2.11312","1.98116","",""
Dominican Republic,"DOM","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Early-demographic dividend,"EAR","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific,"EAS","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (excluding high income),"EAP","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Teaching staff compensation as a percentage of total expenditure in secondary public institutions (%)","UIS.XSPENDP.23.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Teaching staff compensation as a percentage of total expenditure in tertiary public institutions (%)","UIS.XSPENDP.56.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","SE.TER.CMPL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","SE.TER.CMPL.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","SE.TER.CMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, gender parity index (GPI)","UIS.GGR.5.A.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
East Asia & Pacific (IDA & IBRD countries),"TEA","Gross enrolment ratio, post-secondary non-tertiary, gender parity index (GPI)","UIS.GER.4.GPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,"ECU","Teaching staff compensation as a percentage of total expenditure in public institutions (%)","UIS.XSPENDP.FDPUB.FNTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
